server_id,strictness,domain,title,description,active_month,languages,rules,total_users
90,2.0,libretooth.gr,libretooth,a mastodon instance run by LibreOps,156,['en'],"[{'id': '1', 'text': 'Be excellent to each other. Be polite and respect everyone. Everyone is welcome to this instance. Libretooth is a safe place for all people, regardless of age, gender, class, sexual orientation, appearance.', 'hint': ''}, {'id': '2', 'text': 'In order to make libretooth a welcoming and safe place for everyone we are intolerant towards intolerance. Toxic or poisonous content, behaviour that crosses the line into abuse and harassment, is not welcome to this instance.', 'hint': ''}, {'id': '3', 'text': ""For-profit commercial content is also not allowed, whether it's from spam bots or business accounts."", 'hint': ''}]",2311
91,4.166666666666667,archaeo.social,archaeo.social,"archaeo.social is a Mastodon instance for archaeologists, ancient historians and anyone interested in scholarly communication about the human past. More: https://about.archaeo.social",155,['en'],"[{'id': '1', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, ableism or casteism', 'hint': ''}, {'id': '2', 'text': 'No harassment of any kind', 'hint': ''}, {'id': '3', 'text': 'Always warn others about content they may not want to see, including images of human remains', 'hint': ''}, {'id': '4', 'text': 'Do not engage in or promote academic dishonesty', 'hint': ''}, {'id': '5', 'text': 'Do not share information that may lead to physical harm to people or to cultural heritage', 'hint': ''}]",958
93,7.333333333333333,fulda.social,Fulda.social,Öffentliche Mastodon Instanz von dasnetzundich.de. Frei für alle die Spass an Mastodon haben und die eine andere Art des sozialen Netzwerks erleben wollen. Info für Gmail Nutzer: nutzt @googlemail.com,152,['en'],"[{'id': '20', 'text': 'Sei kein Arschloch. Du hast eine Meinung? Das ist gut, aber bitte beleidige niemanden bei deinen Äußerungen.', 'hint': ''}, {'id': '21', 'text': ""Don't be an asshole. You have an opinion? That's fine, but please don't offend anyone with what you say."", 'hint': ''}, {'id': '22', 'text': 'Belästigung, Stalking, Doxxing, Transmysogonie, Dogpiling, Rassismus, Sexismus, Hassrede, Beschimpfungen oder deren Befürwortung und generell diskriminierendes Verhalten werden nicht toleriert.', 'hint': ''}, {'id': '23', 'text': 'Harassment, stalking, doxxing, transmisogyny, dogpiling, racism, sexism, hate speech, abuse or the endorse thereof, and generally disciminatory behaviour will not be tolerated.', 'hint': ''}, {'id': '24', 'text': 'Gewalttätige nationalistische Propaganda, Nazi-Symbolismus oder Förderung der Ideologie des Nationalsozialismus sind verboten.', 'hint': ''}, {'id': '25', 'text': 'Violent nationalist propaganda, Nazi symbolism or promotion of Nazu ideology are forbidden.', 'hint': ''}, {'id': '26', 'text': 'Keine Aufrufe zu Gewalttaten.', 'hint': ''}, {'id': '27', 'text': 'No calls for violence.', 'hint': ''}, {'id': '28', 'text': 'In Deutschland illegale Inhalte, sexueller Inhalt oder Gewaltdarstellungen sind verboten.', 'hint': ''}, {'id': '29', 'text': 'Content that is illegal in Germany, sexual content or depictions of violence are prohibited.', 'hint': ''}, {'id': '30', 'text': 'Sprachen innerhalb dieser Instanz sind nur Deutsch und Englisch.', 'hint': ''}, {'id': '31', 'text': 'Languages within this instance are German or English only.', 'hint': ''}, {'id': '32', 'text': 'Wir dulden keine Querdenker / Impfgegner / Corona-Leugner / Schwurbler.', 'hint': ''}, {'id': '33', 'text': 'We do not tolerate ""Querdenker"" / vaccination opponents / corona deniers / ""Schwurbler"".', 'hint': ''}, {'id': '34', 'text': 'Falls du einen NSFW-Only Account erstellen möchtest, ziehe eine andere Instanz in Betracht. Wir sind wahrscheinlich nicht geeignet für dich.', 'hint': ''}, {'id': '35', 'text': 'If you want to create an NSFW-only account, consider another instance. We are probably not suitable for you.', 'hint': ''}, {'id': '36', 'text': 'Keine Werbung, Bots nur nach Absprache mit UND OK von den Admins.', 'hint': ''}, {'id': '37', 'text': 'No advertisements. Bots only after talking with AND OK from the admins.', 'hint': ''}, {'id': '38', 'text': 'Setze Inhaltswarnungen bei entsprechendem Text/BIldinhalt ein, vieles das für Dich selbstverständlich ist, kann andere negativ triggern.', 'hint': ''}, {'id': '39', 'text': 'Use content warnings for corresponding text/image content, many things that you take for granted can trigger others negatively.', 'hint': ''}]",3202
94,3.333333333333333,convo.casa,convo//casa,General-purpose Mastodon instance for everyone.,144,['en'],"[{'id': '1', 'text': 'Respect everyone.', 'hint': ''}, {'id': '2', 'text': 'No NSFW without content-warning.', 'hint': ''}, {'id': '3', 'text': 'No content illegal in EU or South Africa.', 'hint': ''}, {'id': '4', 'text': ""Don't spam."", 'hint': ''}, {'id': '5', 'text': 'Do not share intentionally false or misleading information.', 'hint': ''}]",5334
96,4.0,is.nota.live,is not alive,timeline's always dead 'round these parts,122,['en'],"[{'id': '1', 'text': 'Clearly content warn 18+ content, politics, drugs (legal or otherwise), slurs, ableist language, and other commonly tagged things.', 'hint': ''}, {'id': '2', 'text': ""No content that's illegal in the EU, or Germany."", 'hint': ''}, {'id': '3', 'text': ""Don't be a dick, racist, islamophobic, transphobic, ableist, anti-sex worker, etc."", 'hint': ''}, {'id': '4', 'text': 'No one wants to hear about your business, no non-personal ads.', 'hint': ''}, {'id': '5', 'text': 'Admins/mods reserve the right to do whatever we see fit.', 'hint': ''}, {'id': '6', 'text': 'Keep it civil, this is a community for socializing and having fun, not hurting each others feelings.', 'hint': ''}]",1726
97,4.0,gamepad.club,Gamepad.Club,"Gamepad.Club has a video games focus, but we're open to all forms of gaming from tabletop RPGs to trading card games. Hosted in the UK and EU but everyone is welcome!",117,['en'],"[{'id': '1', 'text': 'Racism, sexism, homophobia, transphobia, and other forms of discrimination are not acceptable on this server, and we have a zero-tolerance policy against it.', 'hint': ''}, {'id': '2', 'text': 'Nudity and pornographic content is not permitted, including fan art and video game content. Posts that include this content will be removed.', 'hint': ''}, {'id': '3', 'text': 'Repeated, targeted harassment against an individual or group is unacceptable behaviour, and may lead to a temporary or permanent suspension', 'hint': ''}, {'id': '5', 'text': 'Spam, advertising and bot accounts are not permitted and will be removed.', 'hint': ''}, {'id': '6', 'text': 'Content that is illegal in the United Kingdom, Germany, or the United States is strictly prohibited.', 'hint': ''}, {'id': '7', 'text': ""Include why you want to join in your application so that we can tell you're a human and approve you!\r\n\r\n(Make sure to check your spam folder for any approval email)"", 'hint': ''}]",298
100,4.333333333333333,theatl.social,theATL.social,"theATL.social is a Mastodon server for focused on the Metro Atlanta, Georgia (USA) region.

For more information, visit https://join.theatl.social",99,['en'],"[{'id': '8', 'text': 'No Violence: The promotion of violence, incitement to violence, and/or violent threats are strictly prohibited.', 'hint': ''}, {'id': '11', 'text': 'No Illegal Content: Content that is illegal in the United States or the State of Georgia is prohibited.', 'hint': ''}, {'id': '12', 'text': 'No trolling, doxing, dogpiling, hate speech, or toxic behavior.', 'hint': ''}, {'id': '13', 'text': 'Spam-based and inauthentic accounts are prohibited from signing up on theATL.social.', 'hint': ''}, {'id': '14', 'text': 'Adult content, including images, text, and videos, must be labeled with a content warning.', 'hint': ''}]",697
104,4.5,mastodon.africa,mastodon.africa,"Mastodon.Africa is run by South Africans, for South Africans, Africans and everybody else looking for a friendly and welcoming Mastodon instance.",76,['en'],"[{'id': '5', 'text': 'Be respectful of others', 'hint': ''}, {'id': '6', 'text': 'No trolling, spamming, or flame-baiting', 'hint': ''}, {'id': '7', 'text': 'No harassment, or sharing of personal data', 'hint': ''}, {'id': '8', 'text': 'All content must be ""Safe for Work""', 'hint': ''}, {'id': '9', 'text': ""Don't try to overload or break the service"", 'hint': ''}, {'id': '13', 'text': 'Agree to be bound by the Terms and Code of Conduct at https://about.mastodon.africa', 'hint': ''}]",390
107,4.333333333333333,apobangpo.space,Apobangpo,"A fediverse home for BTS ARMY and KPop Fans. All welcome! Share your favourite music, scream for your Idol(s), learn together. All fun and no drama. Bangtan Forever. ARMY forever. KPop Forever.",63,['en'],"[{'id': '13', 'text': 'Be a good human!         \r\n\r\nHelp to make the atmosphere as welcoming and enjoyable as possible for everyone.', 'hint': ''}, {'id': '14', 'text': '18 Years and Over Only!           \r\n\r\nYou must be 18 years or older to join the Apobangpo.space server. Minors are not allowed.', 'hint': ''}, {'id': '15', 'text': 'Community Charter:                          \r\n\r\nRead the community charter, which you can find at: https://apobangpo.website/server-rules/', 'hint': ''}, {'id': '19', 'text': 'No Hate:                                          \r\n\r\nRacism, sexism, misogyny, homophobia, transphobia, ageism, ableism, religious intolerance and other forms of disrespect or aggression are unacceptable.', 'hint': ''}, {'id': '21', 'text': ""No Impersonations:      \r\n\r\nPlease do not create usernames that are direct impersonations of BTS Members or any other individual. eg. Exact celebrity names or the username of well-known bird app accounts that don't belong to you."", 'hint': ''}, {'id': '22', 'text': 'Keep Safe:                  \r\n\r\nDo practice online safety strategies when using Apobangpo.Space. Do not share personal or private information in public messages or DMs.', 'hint': ''}, {'id': '23', 'text': 'No Large Files:                                  \r\nYou are welcome upload images, gifs and videos up to 20MB. Please avoid uploading larger files in your Toots. Instead, save them to free storage tool (Google Drive, DropBox, Youtube, Vimeo for example) and link to them.', 'hint': ''}]",1250
109,6.5,cyberfurz.social,CyberFurz,"A Mastodon Instance open to all! That said we do have a minor focus on Tech, 3D Art, VRChat, Resonite, ChillOut, SecondLife, etc... Come chill with other CyberFurz!",62,['en'],"[{'id': '1', 'text': 'This server is hosted in the United States, and therefore subject to US Laws. Do not break the law!', 'hint': ''}, {'id': '2', 'text': 'Be respectful of other users on the server, insults and attacks on others is not allowed. Including those not on this instance', 'hint': ''}, {'id': '3', 'text': 'Zero Tolerance Policy towards sexism, racism, discrimination, or hate speech.', 'hint': ''}, {'id': '5', 'text': ""You may have more than one account, as long as it doesn't violate other rules"", 'hint': ''}, {'id': '6', 'text': 'You may not create accounts to impersonate or repost others content without express permission', 'hint': ''}, {'id': '7', 'text': 'Bot accounts are allowed, but must be tagged as a bot, and may only post in ""unlisted"", ""followers only"", or ""direct"" to ensure to not annoy other users\r\nD', 'hint': ''}, {'id': '9', 'text': 'Headers and Avatars may not contain: Gore, NSFW, or Overly Suggestive content', 'hint': ''}, {'id': '10', 'text': 'Content Warnings must be placed on all political, religious, or contentious', 'hint': ''}, {'id': '11', 'text': 'Requests for financial assistance and related should be placed under CW', 'hint': ''}, {'id': '12', 'text': 'All adult and lewd content must be placed under a Content Warning', 'hint': ''}, {'id': '13', 'text': 'Content Warnings must be placed on posts involving drug use', 'hint': ''}, {'id': '14', 'text': 'These rules are subject to change at any time', 'hint': ''}, {'id': '15', 'text': 'You must be 18 years or older to join', 'hint': ''}]",471
110,5.0,indieauthors.social,Indie Authors Social,"This server is dedicated to self-published, indie authors who want to help, encourage, and socialize with other indies. It's also for all the fans that love and support indie authors.
",62,['en'],"[{'id': '1', 'text': 'Be nice.', 'hint': ''}, {'id': '3', 'text': 'Be fair.', 'hint': ''}, {'id': '4', 'text': ""Be restrained with opinions not related to indie publishing, indie authors, and indie books. \r\n\r\nPosts, debates, or opinions making judgments on people's lifestyles, beliefs, personal identification, political affiliation, etc. are subject to moderation."", 'hint': ''}, {'id': '5', 'text': 'Be tolerant. \r\nThis server will not condone, support, or allow intolerant or hateful communications of any kind.', 'hint': ''}, {'id': '6', 'text': ""Don't post copyrighted material unless you are the copyright holder or it falls under Fair Use w/attribution."", 'hint': ''}, {'id': '7', 'text': 'Be reasonably active (post).\r\nIndie Authors Social is an active and passionate community of Authors-Helping-Authors. Accounts will be suspended from this instance for prolonged periods of inactivity and:  no profiles, no links, no posts., no follows.', 'hint': ''}, {'id': '8', 'text': 'Abide by US law for content posted or attached to messages.', 'hint': ''}, {'id': '9', 'text': ""Don't spam your books."", 'hint': ''}]",657
111,6.5,planetearth.social,planetearth.social,🌍 Join planetearth.social: Show Your Love for Earth on a General-Purpose Mastodon Server! 🌿,60,['en'],"[{'id': '1', 'text': 'Sexually explicit or violent media must be marked as sensitive when posting.', 'hint': ''}, {'id': '2', 'text': 'No spam or advertising.', 'hint': ''}, {'id': '3', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', 'hint': ''}, {'id': '4', 'text': 'No incitement of violence or promotion of violent ideologies.', 'hint': ''}, {'id': '5', 'text': 'No harassment, dogpiling or doxxing of other users.', 'hint': ''}, {'id': '6', 'text': 'No illegal content.', 'hint': ''}, {'id': '7', 'text': 'No spreading of fake news or misinformation.', 'hint': ''}]",353
112,5.5,drumstodon.net,Drumstodon,"Server intended primarily for drummers of all kinds and ages, but all other musicians and music lovers are welcome here!",57,['en'],"[{'id': '1', 'text': 'Sexually explicit or violent media must be marked as sensitive when posting'}, {'id': '2', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism'}, {'id': '3', 'text': 'No incitement of violence or promotion of violent ideologies'}, {'id': '4', 'text': 'No harassment, dogpiling or doxxing of other users'}, {'id': '5', 'text': 'Do not share intentionally false or misleading information'}, {'id': '6', 'text': 'Upload / distribute only content that you have permission for'}, {'id': '7', 'text': 'No ads, except for featuring your own creative content & achievements'}]",768
114,2.0,hoosier.social,hoosier.social,"A small, independent Mastodon server focused on serving Indiana residents.",54,['en'],"[{'id': '1', 'text': 'Hoosier.Social is inclusive to everyone of all ages, nations, races, genders, faiths, and creeds.  Racism, sexism, homophobia, and transphobia (including misgendering, deadnaming, or promotion of so-called ""conversion therapy"") are forbidden & posts that violate this rule will be removed.', 'hint': ''}, {'id': '2', 'text': 'Please keep our space safe for all and family friendly. No spamming. No personal attacks. Your opinions are welcome, but we encourage thoughtful conversation over provocation.', 'hint': ''}, {'id': '3', 'text': 'Hoosier.Social Admins have unilateral authority and judgment over users that violate rules.  Users can be immediately suspended without appeal.  Admins will de-federate any servers whose users act as a group to harass or attack this server or our users.', 'hint': ''}, {'id': '4', 'text': ""Users should not assume privacy on this server or anywhere on Mastodon. It's not designed to be private. Assume that anything you post here, including direct messages, are publicly visible."", 'hint': ''}, {'id': '6', 'text': 'These rules can be changed or updated at any time by Hoosier.Social Admins. ', 'hint': ''}, {'id': '7', 'text': 'By joining Hoosier.Social you agree to these rules.', 'hint': ''}]",225
117,8.25,paktodon.asia,The First Pakistani Mastodon Instance!,"Paktodon is an Independent social-platform for the Global South – an ‘azad’ space for ordinary citizens, students, and activists to share, learn, grow, and collaborate in.",43,['en'],"[{'id': '1', 'text': 'No Explicit (NSFW) material', 'hint': ''}, {'id': '2', 'text': 'No Graphic material without the use of the Sensitive Media marker, and CW (Content Warning) turned on', 'hint': ''}, {'id': '3', 'text': 'No Advertisements / Brands / Companies / ‘Influencers’ / Corporations (Individual Self-promotion is allowed.)', 'hint': ''}, {'id': '4', 'text': 'No Targeted Harassment of anyone on this server or in the Fediverse, including (but not limited to) dogpiling, doxxing, threats of violence.', 'hint': ''}, {'id': '5', 'text': 'No Incitement or Promotion of Violence', 'hint': ''}, {'id': '6', 'text': 'No Sexism, Racism, Casteism, Homophobia or Transphobia, Islamophobia or Anti-semitism', 'hint': ''}, {'id': '7', 'text': 'No Impersonation, unless non-malicious and clearly marked as parody', 'hint': ''}, {'id': '8', 'text': 'No Intentional Misuse of any Server Rule, or Reporting Mechanism.', 'hint': ''}, {'id': '9', 'text': 'No Misinformation (especially Public Health, Climate, Religious, Ethnic). Rumours/forwards can be posted as long as it is obviously stated they are so, however depending on the severity of the issue, moderators reserve the right to delete any uncited / unverified post, even if labelled as rumour.', 'hint': ''}]",406
118,5.0,frontrange.co,Frontrange.co - Colorado,"For anyone who values kindness and inclusivity. Named for those who live in the Front Range of the Rockies, and also those who wish they could :) ",42,['en'],"[{'id': '3', 'text': 'Kindness above all else.', 'hint': ''}, {'id': '4', 'text': 'Hate speech is not allowed. (including targeted misgendering, deadnaming, or promotion of so-called ""conversion therapy"")', 'hint': ''}, {'id': '5', 'text': 'Be nice to new users. Mastodon is not simple at first glance.', 'hint': ''}, {'id': '6', 'text': 'Debate is encouraged, but please do so in good faith.', 'hint': ''}, {'id': '7', 'text': 'Do unto others as you think they would want done to them.', 'hint': ''}, {'id': '8', 'text': 'Mark sensitive content with a content warning.', 'hint': ''}, {'id': '9', 'text': 'Gratuitous obscenity that serves no practical benefit to a discussion is not permitted.', 'hint': ''}, {'id': '10', 'text': ""Lack of a specific rule against a certain behavior does not indicate acceptance of that behavior. Each of us has a limited amount of time in this world. Don't be a jerk."", 'hint': ''}, {'id': '11', 'text': ""Spam links are NOT allowed.  Personal advertising or for a small business is welcomed. These decisions are made at the Owner's discretion."", 'hint': ''}]",166
119,6.666666666666667,social.veraciousnetwork.com,Veracious Network,"Veracious Network hosted in central Ohio, US is comprised of folks interested in gaming, technology, science, and open source. 18+ content allowed (only with content warning included)",38,['en'],"[{'id': '1', 'text': 'No Racism or Hate Speech'}, {'id': '2', 'text': 'Political discussion and debate is fine, arguing like children is fine if you really want, but keep it mostly civil and do not attack someone personally.'}, {'id': '3', 'text': ""Interacting with the community is highly recommended, but lurkers are welcome too if that's your thing.""}, {'id': '4', 'text': ""If you encounter issues with any of our server's and or members. Please let an admin or moderator know! ""}, {'id': '11', 'text': 'Treat others how you would like to be treated'}, {'id': '12', 'text': 'Do not advertise without permission and absolutely no link building campaign accounts.  Accounts for knock-off imitation products, gambling, and cock fighting will be promptly blocked.'}, {'id': '13', 'text': 'Do not link scam websites'}, {'id': '14', 'text': ""Staff and moderators decisions are authoritative and final, but we're still humans; feel free to open a dialogue to ask about our decisions.""}, {'id': '16', 'text': 'Community members are free to express themselves openly and give constructive criticism and feedback'}, {'id': '19', 'text': 'No exposed genitalia (penis, vagina) in your profile image or profile banner.  Full nudity is allowed within posts when a Content Warning (NSFW/nudity/etc) is applied to inform folks of the content.'}, {'id': '20', 'text': ""Valid and reachable email is required, no temporary email accounts, sorry.  We don't sell your emails or sign you up for bullshit, but we _do_ need to be able to reach you should there be an issue with your account.""}, {'id': '21', 'text': 'No selling drugs, (legal or illegal), on the platform.'}, {'id': '22', 'text': 'Due to an ongoing attack against the network, we have temporally changed registrations to require moderator approval.'}]",2193
120,6.5,mastodon.sg,Mastodon 🇸🇬,"Hosted in Singapore 🇸🇬
For Singaporeans local and abroad or friends of Singapore, welcome!",37,['en'],"[{'id': '1', 'text': 'Sexually explicit or violent media must be marked as sensitive when posting.', 'hint': ''}, {'id': '2', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', 'hint': ''}, {'id': '3', 'text': 'No incitement of violence or promotion of violent ideologies.', 'hint': ''}, {'id': '4', 'text': 'No harassment, dogpiling or doxxing of other users.', 'hint': ''}, {'id': '5', 'text': 'Do not intentionally share false or misleading information.', 'hint': ''}, {'id': '6', 'text': 'No content that violates the Laws of the Republic of Singapore.', 'hint': ''}, {'id': '8', 'text': 'No bot, Company or Brand account creation without prior approval.', 'hint': ''}]",168
121,12.0,poweredbygay.social,PoweredByGay Mastodon,Server for all LGBTQIA+ (and Allies).  This server is Powered By GAY!,36,['en'],"[{'id': '3', 'text': 'No hate speech/discrimination/etc', 'hint': ''}, {'id': '4', 'text': 'No oppressive language or actions', 'hint': ''}, {'id': '5', 'text': 'No harassment/stalking', 'hint': ''}, {'id': '6', 'text': 'NSFW (IE nudity) is not permitted on this server', 'hint': ''}, {'id': '7', 'text': 'No gore or graphic violence', 'hint': ''}, {'id': '8', 'text': ""Respect peoples' pronouns"", 'hint': ''}, {'id': '9', 'text': 'No sexual depictions of children', 'hint': ''}, {'id': '10', 'text': 'No automated spam', 'hint': ''}, {'id': '11', 'text': 'No doxxing', 'hint': ''}, {'id': '12', 'text': 'No begging for money (giving people the option to donate is totally fine)', 'hint': ''}, {'id': '13', 'text': ""No posting copy-written material, or any material you don't own"", 'hint': ''}, {'id': '14', 'text': 'No Business Accounts for the sole purpose of selling things', 'hint': ''}]",1409
122,7.5,camp.smolnet.org,Smolnet Camp,"This is camp.smolnet.org, a Mastodon instance for the smol internet of friends.",34,['en'],"[{'id': '3', 'text': 'No nazis', 'hint': ''}, {'id': '4', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism', 'hint': ''}, {'id': '5', 'text': 'No harassment, dogpiling or doxxing of other users', 'hint': ''}, {'id': '6', 'text': 'No incitement of violence or promotion of violent ideologies', 'hint': ''}, {'id': '7', 'text': 'Do not share intentionally false or misleading information', 'hint': ''}, {'id': '8', 'text': 'Violent or otherwise offensive media must be marked as sensitive when posting', 'hint': ''}, {'id': '9', 'text': 'No content illegal in Sweden', 'hint': ''}, {'id': '10', 'text': ""Don't be an asshole. Play nice or play somewhere else."", 'hint': ''}]",117
123,6.416666666666667,synapse.cafe,Synapse Cafe,"A Mastodon instance for anyone interested in neuroscience, from cell biology to electrophysiology to behavior to clinical applications, anyone is welcome!",34,['en'],"[{'id': '1', 'text': 'Do not engage in harassment of any kind.'}, {'id': '2', 'text': 'Racial, sexist, and other oppressive slurs will get you suspended, even in non-public conversations.'}, {'id': '3', 'text': ""Don't crosspost from another social network without participating in the community.""}, {'id': '4', 'text': 'No corporate accounts'}, {'id': '5', 'text': 'Public images and media must be annotated. Where the material is not yours, source attribution must be provided, preferably with a link to the original.'}, {'id': '6', 'text': 'No explicit (NSFW) content without content warnings and/or sensitive media markers.'}, {'id': '7', 'text': 'Please report problematic content so that moderators can take note and take action!'}, {'id': '8', 'text': '\r\nNo incitement of violence or promotion of violent ideologies.\r\n'}]",302
126,3.0,squawk.mytransponder.com,myTransponder,myTransponder makes aviation more social.,32,['en'],"[{'id': '7', 'text': 'Some Pre-flight Planing: These are set and enforced by the myTransponder.com moderators.', 'hint': ''}, {'id': '12', 'text': ""Be polite and kind. Don't be a jerk. Hate speech, discrimination, and harassment of any kind is not tolerated on this server."", 'hint': ''}, {'id': '13', 'text': 'Be respectful - even if you disagree. ', 'hint': ''}, {'id': '14', 'text': 'No spam. If you are setting up a storefront, it must relate to aerospace and needs to offer more than advertisements.', 'hint': ''}, {'id': '15', 'text': ""Of course we'll talk about other things, but this server is intended for anyone who loves aerospace and aviation."", 'hint': ''}]",400
127,10.666666666666666,k8s.social,Kubernetes community on the Fediverse,Unofficial ⎈Kubernetes Mastodon instance for container and cloud native enthusiasts.,32,['en'],"[{'id': '1', 'text': 'No use of sexualized language or imagery', 'hint': ''}, {'id': '2', 'text': 'No personal attacks, direct or indirect', 'hint': ''}, {'id': '3', 'text': 'No trolling or insulting/derogatory comments', 'hint': ''}, {'id': '4', 'text': 'No public or private harassment of any kind', 'hint': ''}, {'id': '5', 'text': ""No publishing of other's private information, such as physical or electronic addresses, without explicit permission"", 'hint': ''}, {'id': '6', 'text': 'No  other unethical or unprofessional conduct\r\n', 'hint': ''}, {'id': '7', 'text': 'No bots. Use botsin.space for those.', 'hint': ''}, {'id': '9', 'text': 'Primary language of posts must be English.', 'hint': ''}, {'id': '10', 'text': 'No spam accounts or accounts solely for the purpose of selling a product or service', 'hint': ''}, {'id': '11', 'text': 'All users must be aged 18+', 'hint': ''}, {'id': '12', 'text': 'No illegal content as considered by the United Kingdom or your own country of residence', 'hint': ''}]",279
128,5.0,vermont.masto.host,vermont.masto.host,A Mastodon instance for Vermonters and Vermonters at heart.,31,['en'],"[{'id': '1', 'text': 'No racism, sexism, homophobia, transphobia, xenophobia, or casteism.', 'hint': ''}, {'id': '2', 'text': 'No incitement of violence or promotion of violent ideologies.', 'hint': ''}, {'id': '3', 'text': 'No harassment, bullying or doxxing of other users.', 'hint': ''}, {'id': '4', 'text': 'Do not share intentionally false or misleading information.', 'hint': ''}, {'id': '5', 'text': 'Do not post spam.\r\nToots that are nothing other than a link and/or contain an inordinate number of hashtags constitute spam, as does any overly commercial self-promotion.', 'hint': ''}]",283
129,8.0,mastodon.babb.no,Babb.no,"This Norwegian Mastodon server is an unofficial meeting place for University of Oslo people, and more!",27,['en'],"[{'id': '1', 'text': 'Languages allowed: Norwegian, English and Portuguese.\r\nBecause of moderation issues, all posts in other languages will be deleted.', 'hint': ''}, {'id': '2', 'text': 'Basic rules: respect above all. Here, we respect each other. ', 'hint': ''}, {'id': '3', 'text': 'NSFW content needs to be marked as such.\r\nPlease use content warning for NSFW and/or nudity content.', 'hint': ''}, {'id': '4', 'text': 'No violence', 'hint': ''}, {'id': '5', 'text': 'No fascism', 'hint': ''}, {'id': '6', 'text': 'No white supremacy', 'hint': ''}, {'id': '7', 'text': 'No xenophobia', 'hint': ''}, {'id': '8', 'text': 'No homophobia', 'hint': ''}, {'id': '9', 'text': 'No transphobia', 'hint': ''}, {'id': '10', 'text': 'No advertising\r\nAbsolutely no advertising is tolerated.', 'hint': ''}]",109
130,10.0,episcodon.net,episcodon.net,a Mastodon instance for Episcopalians,24,['en'],"[{'id': '2', 'text': 'No hate speech.', 'hint': ''}, {'id': '3', 'text': 'No commercial advertising. ', 'hint': ''}, {'id': '5', 'text': 'No disinformation or misinformation.', 'hint': ''}, {'id': '6', 'text': 'No harassment or bullying.', 'hint': ''}, {'id': '7', 'text': 'No sexual content.', 'hint': ''}, {'id': '8', 'text': 'No violent content.', 'hint': ''}, {'id': '9', 'text': 'No criminal activity.', 'hint': ''}, {'id': '10', 'text': 'No conspiracy theories.', 'hint': ''}, {'id': '11', 'text': 'No cryptocurrency promotions. ', 'hint': ''}, {'id': '12', 'text': 'No bot accounts or data scaping.', 'hint': ''}]",218
133,8.571428571428571,mcr.wtf,mcr.wtf 🐝 Mastodon for Manchester,"A community open to all whilst intended for people in, from, identify with or are just interested in Greater Manchester!",14,['en'],"[{'id': '1', 'text': 'No discrimination, including (but not limited to) racism, sexism, homophobia or transphobia.', 'hint': ''}, {'id': '2', 'text': 'No explicit (NSFW) content without content warnings and/or sensitive media markers. Explicit content must not be used in user avatars or header images.', 'hint': ''}, {'id': '3', 'text': 'No harassment of other users on this or other servers.', 'hint': ''}, {'id': '4', 'text': 'No content illegal in the United Kingdom', 'hint': ''}, {'id': '5', 'text': 'No incitement of violence or promotion of violent ideologies.', 'hint': ''}, {'id': '6', 'text': 'No disinformation regarding public health issues or political/military campaigns.', 'hint': ''}, {'id': '7', 'text': 'No impersonation of other individuals, public figures or organisations, unless clearly marked as a parody.', 'hint': ''}, {'id': '12', 'text': 'No spam or SEO. Accounts existing entirely or mostly of spam will be suspended. Self promotion and limited advertising is acceptable, especially where relevant to the community.', 'hint': ''}, {'id': '13', 'text': 'No posting in languages other than English. Unfortunately this makes moderation impossible for us.', 'hint': ''}]",157
